brand_name,model_name,os,popularity,best_price,lowest_price,highest_price,screen_size,memory_size,battery_size,release_date
Samsung,Galaxy S9 SM-G960 DS 128GB Black (SM-G960FZKG),Android,117,14990,,,5.8,128,3000,Feb-18
Samsung,Galaxy S9 SM-G960 DS 128GB Blue,Android,92,16798,13309,18370,5.8,128,3000,Feb-18
Samsung,Galaxy S9 SM-G960 DS 128GB Blue,Android,101,16798,13309,18370,5.8,128,3000,Feb-18
Samsung,Galaxy S9 SM-G960 DS 128GB Grey (SM-G960FZAG),Android,17,13720,,,5.8,128,3000,Feb-18
Samsung,Galaxy S9 SM-G960 DS 128GB Purple (SM-G960FZPG),Android,249,13537,12754,14367,5.8,128,3000,Feb-18
Samsung,Galaxy S9 SM-G960 DS 64GB Black (SM-G960FZKD),Android,1105,11207,9050,13880,5.8,64,3000,Feb-18
Samsung,Galaxy S9 SM-G960U1 128GB Purple,Android,426,12869,,,5.8,128,3000,Dec-20
Samsung,Galaxy S9+ SM-G965 DS 128GB Black,Android,376,13550,,,6.2,128,3500,Feb-18
Samsung,Galaxy S9+ SM-G965 DS 128GB Blue,Android,230,13436,12592,14703,6.2,128,3500,Feb-18
Samsung,Galaxy S9+ SM-G965 DS 128GB Grey,Android,285,13525,12870,14480,6.2,128,3500,Feb-18
Samsung,Galaxy S9+ SM-G965 DS 128GB Purple,Android,470,14502,12870,16135,6.2,128,3500,Feb-18
Samsung,Galaxy S9+ SM-G965 DS 256GB Black (SM-G965FZKH),Android,517,14532,13327,15499,6.2,256,3500,Feb-18
Samsung,Galaxy S9+ SM-G965 DS 64GB Black (SM-G965FZKD),Android,1135,13837,10048,17966,6.2,64,3500,Feb-18
Samsung,Galaxy Z Flip 5G SM-F707 8/256GB Mystic Bronze,Android,696,22434,21930,24530,6.7,256,3300,Oct-20
Samsung,Galaxy Z Flip SM-F700 8/256GB Mirror Purple (SM-F700FZPD),Android,1029,35015,24588,41999,6.7,256,3300,Feb-20
Samsung,Galaxy Z Fold2 12/256GB Mystic Black (SM-F916BZKQ),Android,1099,51460,44809,59999,7.6,256,4500,Aug-20
Prestigio,Grace A1 1281 Dual Sim Red (PFP1281DUORED),,207,460,399,599,2.8,0.032,950,Sep-17
LG,H791 Nexus 5X 32GB (Mint),Android,191,4189,,,5.2,32,2700,Sep-15
LG,H791 Nexus 5X 32GB (Mint),Android,225,4189,,,5.2,32,2700,Sep-15
LG,H990 V20 Dual 64GB (Black),Android,880,3299,,,5.7,64,3200,Nov-16
LG,H990 V20 Dual 64GB (Silver),Android,630,3299,,,5.7,64,3200,Nov-16
myPhone,Hammer Energy Black,Android,4,5600,,,5,16,5000,Jan-17
Lenovo,K10 Note 4/64GB Black,Android,960,4630,4377,5026,6.39,64,4050,Jun-20
Lenovo,K10 Note 6/128GB Louise Lake,Android,436,5249,,,6.39,128,4050,Aug-20
Oukitel,K12 6/64 Black,Android,504,5101,4999,5185,6.3,64,10000,Jul-19
Oukitel,K12 6/64 Black,Android,509,5101,4999,5185,6.3,64,10000,Jul-19
Oukitel,K13 4/64GB Black,Android,328,5039,4880,5299,6.41,64,11000,Mar-20
Oukitel,K13 4/64GB Black,Android,290,5039,4880,5299,6.41,64,11000,Mar-20
Oukitel,K13 4/64GB Pro Black,Android,506,5146,4982,5399,6.41,64,11000,Mar-20
Oukitel,K13 Pro Leather Black,Android,469,5331,4899,5631,6.41,64,11000,Mar-20
Lenovo,K5 Pro 4/64GB Black,Android,731,3786,3639,3933,5.99,64,4050,Feb-19
Oukitel,K9 4/64 Black,Android,467,5467,5199,5972,7.12,64,6000,Jul-19
BlackBerry,KEYone,Android,916,5674,5499,5849,4.5,32,3505,Sep-17
Cubot,King Kong CS,Android,115,2500,2399,2651,5,16,4400,Dec-20
Cubot,King Kong CS,Android,124,2500,2399,2651,5,16,4400,Dec-20
Cubot,King Kong CS,Android,165,2500,2399,2651,5,16,4400,Dec-20
Cubot,Kingkong mini 3/32GB Red,Android,811,3046,2889,3349,4,32,2000,Aug-20
Cubot,Kingkong mini 3/32GB Yellow,Android,749,3046,2889,3349,4,32,2000,Aug-20
Nokia,Lumia 925 (Black),WindowsPhone,199,2600,,,4.5,16,2000,Jul-13
Nokia,Lumia 925 (White),WindowsPhone,178,2600,,,4.5,16,2000,Jul-13
Nokia,Lumia 925 (White),WindowsPhone,214,2600,,,4.5,16,2000,Jul-13
KENEKSI,M1 Art (Red),,6,610,,,1.77,,650,Oct-15
Meizu,M10 2/32GB Black,Android,120,3190,2950,3499,6.5,32,4000,Oct-19
Meizu,M10 2/32GB Red,Android,232,3312,3099,3499,6.5,32,4000,Oct-19
Meizu,M10 3/32GB Black,Android,890,3325,2899,3705,6.5,32,4000,Oct-19
Meizu,M10 3/32GB Blue,Android,119,3608,3325,3899,6.5,32,4000,Oct-19
AGM,M2 Gold,,380,1491,1192,1767,2.4,,1970,Sep-19
AGM,M3 Black,,387,1484,1189,1881,2.4,,1970,Dec-19
AGM,M5 Black,Android,668,2840,2798,2907,2.8,8,2500,Mar-20
Meizu,M6 Note 3/16GB Black,Android,651,3281,3199,3363,5.5,16,4000,Nov-17
Meizu,M6T 2/16GB Black,Android,345,2765,2699,2899,5.7,16,3300,Jul-18
Meizu,M6T 3/32GB Blue,Android,305,2999,,,5.7,32,3300,Jul-18
Meizu,M6s 3/64GB Gold,,144,4200,,,5.7,64,3000,Jan-18
Meizu,M8 4/64GB Black,Android,786,3855,3549,4739,5.7,64,3100,Nov-18
Meizu,M8 4/64GB Blue,Android,482,3726,3549,4059,5.7,64,3100,Feb-19
DOOGEE,MIX 2 6/64GB Black,Android,169,3682,3636,3733,6,64,4060,Jan-18
Maxcom,MM111,,453,563,526,688,1.4,0.032,460,Dec-20
Maxcom,MM111,,458,563,526,688,1.4,0.032,460,Dec-20
Maxcom,MM135 Black-Blue,,48,335,289,398,1.77,,600,Aug-19
Maxcom,MM142 Black,,394,394,355,425,2.4,,1400,Aug-19
Maxcom,MM236 Black-Silver,,283,666,553,799,2.8,,950,May-18
Maxcom,MM320 Black,,242,921,843,999,3.2,,1000,Jun-20
Maxcom,MM320 Black,,239,921,843,999,3.2,,1000,Jun-20
Maxcom,MM426 Black,,747,528,501,560,1.77,0.032,600,Feb-20
Maxcom,MM471 White,,338,774,757,795,2.2,,1400,Aug-20
Maxcom,MM720 Black,,521,720,622,775,2.2,,800,May-18
Maxcom,MM817 Black,,414,747,699,795,2.4,,800,Jun-20
Maxcom,MM817 Black,,404,747,699,795,2.4,,800,Jun-20
HUAWEI,Mate 10 6/128GB Gold,Android,206,13733,,,5.9,128,4000,May-18
HUAWEI,Mate 10 6/256GB Porsche Design,Android,606,14257,13255,15675,6,256,4000,Mar-18
HUAWEI,Mate 20 DS 6/64GB Black,Android,566,13612,13255,13969,6.53,64,4000,Jan-19
HUAWEI,Mate RS Porsche Design 6/256GB Black,Android,785,13782,13499,13999,6,256,4000,Dec-20
HUAWEI,Mate Xs 8/512GB Interstellar blue (51095CSQ),Android,740,56082,49999,69999,,512,4500,Jul-20
Xiaomi,Mi 10 Lite 6/128GB Cosmic Grey,Android,926,11104,8649,13083,6.57,128,4160,Jun-20
Xiaomi,Mi 10 Lite 6/64GB Cosmic Grey,Android,1087,12456,,,6.57,64,4160,Jun-20
Xiaomi,Mi 10 Lite 8/256GB Dream White,Android,836,12055,11898,12498,6.57,256,4160,Jun-20
Xiaomi,Mi 10 Pro 8/256GB Gray,Android,1026,27999,,,6.67,256,4500,May-20
Xiaomi,Mi 10T 6/128GB Cosmic Black,Android,1154,12778,12077,14728,6.67,128,5000,Oct-20
Xiaomi,Mi 10T 8/128GB Cosmic Black,Android,1191,13236,12399,14538,6.67,128,5000,Oct-20
Xiaomi,Mi 10T Lite 6/128GB Pearl Gray,Android,1133,9502,8999,10089,6.67,128,4820,Oct-20
Xiaomi,Mi 10T Lite 6/64GB Pearl Gray,Android,1037,9039,8699,9299,6.67,64,4820,Oct-20
Xiaomi,Mi 10T Pro 8/128GB Cosmic Black,Android,1152,15767,14999,16720,6.67,128,5000,Oct-20
Xiaomi,Mi 10T Pro 8/256GB Cosmic Black,Android,1168,16756,15999,17538,6.67,256,5000,Oct-20
Xiaomi,Mi Max 2 4/64GB Black,Android,393,3989,,,6.44,64,5300,Jun-17
Xiaomi,Mi Note 10 Lite 6/64GB Purple,Android,558,8999,,,6.47,64,5260,May-20
Xiaomi,Mi5 3/32GB Gold,Android,511,4098,,,5.15,32,3000,Feb-16
Vernee,Mix 2 M2 4/64GB Black,Android,801,2786,2644,2934,6,64,4200,Aug-19
Vernee,Mix 2 M2 4/64GB Blue,Android,559,2865,2469,3089,6,64,4200,Oct-18
General,Mobile GM8 Space Gray,Android,228,2724,2249,3599,5.7,32,,Jul-18
Motorola,Moto C Plus XT1723 16GB Gold (PA800126UA),Android,75,2999,,,5,16,4000,Jul-17
Motorola,Moto E4 (XT1762) Metallic Iron Gray (PA750058UA),Android,153,2590,,,5,16,2800,Jun-17
Motorola,Moto E5 Plus XT1924-1 DualSim Black (PABA0014UA),Android,183,4090,,,6,32,5000,Aug-18
Motorola,Moto E5 XT1944 16GB black,Android,203,2590,,,5.7,16,4000,Aug-18
Motorola,Moto G5 2/16GB Gold (PA610071UA),Android,441,2243,,,5,16,2800,Mar-17
Motorola,Moto G5s (XT1794) Lunar Gray (PA7W0024UA),Android,431,3569,3549,3590,5.2,32,3000,Aug-17
Motorola,Moto G5s (XT1794) Lunar Gray (PA7W0024UA),Android,434,3569,3549,3590,5.2,32,3000,Aug-17
Motorola,Moto G5s XT1799 4/64GB Black (PA930008CN),Android,554,3569,3549,3590,5.2,64,3000,May-19
Motorola,Moto G5s XT1799 4/64GB Black (PA930008CN),Android,549,3569,3549,3590,5.2,64,3000,May-19
Motorola,Moto G6 Play XT1922-5 Dual Sim 32GB Indigo Blue,Android,147,3590,,,5.7,32,4000,Jun-18
Motorola,Moto G6 Plus XT1926 Dual Sim 64GB Indigo Blue,Android,385,6545,5490,7600,5.9,64,3200,Jun-18
Motorola,Moto G7 Play XT1952-2 Dual Sim 2/32GB Deep Indigo,Android,487,3494,3199,3790,5.7,32,3000,May-19
Motorola,Moto G7 Power XT1955-4 4/64GB Ceramic Black,Android,189,5790,,,6.2,64,5000,Aug-19
Motorola,Moto G7 Power XT1955-4 4/64GB Ceramic Black,Android,236,5790,,,6.2,64,5000,Aug-19
Motorola,Moto G8 4/64GB Blue (PAHL0004RS),Android,722,5084,4499,5415,6.4,64,4000,Aug-20
Motorola,Moto G8 4/64GB Blue (PAHL0004RS),Android,720,5084,4499,5415,6.4,64,4000,Aug-20
Motorola,Moto G8 4/64GB White (PAHL0010RS),Android,528,5105,4399,5415,6.4,64,4000,Aug-20
Motorola,Moto G8 4/64GB White (PAHL0010RS),Android,539,5105,4399,5415,6.4,64,4000,Aug-20
Motorola,Moto G8 Plus XT2019-1 4/64GB Dual Sim Cosmic Blue (PAGE0015RS),Android,1041,5573,5299,5799,6.3,64,4000,Nov-19
Motorola,Moto G9 Power 4/128GB Gray (PALR0020RS),Android,1149,5432,5299,5499,6.4,128,5000,Oct-20
Motorola,Moto M Grey (PA5D0075UA),Android,47,3490,,,5.5,32,3050,Mar-17
Motorola,Moto X (2nd. Gen) (Black) 16GB,Android,7,3490,,,5.2,16,2300,Sep-14
Motorola,Moto X Force (Black),Android,638,5294,4999,5590,5.4,32,3760,Apr-16
Motorola,Moto X4 3/32GB Black (PA8X0004UA),Android,170,5790,,,5.2,32,3000,Nov-17
Motorola,Moto Z 32GB Black (SM4389AE7U1),Android,174,4990,,,5.5,32,2600,Sep-16
Motorola,Moto Z 32GB Black (SM4389AE7U1),Android,210,4990,,,5.5,32,2600,Sep-16
Motorola,Moto Z 32GB Black (SM4389AE7U1),Android,223,4990,,,5.5,32,2600,Sep-16
Motorola,Moto Z 32GB White/Gold (SM4389AD1U1),Android,196,3796,3399,4990,5.5,32,2600,Sep-16
Motorola,Moto Z2 Force 6/64GB Black (PA900007UA),Android,808,7094,6999,7190,5.5,64,2730,Nov-17
Motorola,Moto Z2 Force SS 4/64GB Fine Gold,Android,703,5999,,,5.5,64,2730,Dec-20
Motorola,Moto Z2 Play Fine Gold (SM4482AJ1K7),Android,46,5244,4999,5490,5.5,64,3000,Jul-17
Motorola,Moto Z2 Play Lunar Grey (SM4482AC3K7),Android,322,5244,4999,5490,5.5,64,3000,Jul-17
Motorola,Moto Z3 Play 4/64GB Deep Indgo,Android,374,6590,6190,6990,6.01,64,3000,Jul-18
Motorola,Moto Z4 4/128GB Flash Gray,Android,503,11690,11490,11890,6.4,128,3600,Jul-19
Motorola,Moto Z4 4/128GB Flash Gray,Android,508,11690,11490,11890,6.4,128,3600,Jul-19
Bravis,N1-550 Cruiser Dual Sim Black,Android,35,2599,,,5.5,16,4500,Nov-18
Bravis,N1-550 Cruiser Dual Sim Black,Android,85,2599,,,5.5,16,4500,Nov-18
DOOGEE,N10 3/32GB Purple,Android,614,2299,,,5.84,32,3360,Nov-19
DOOGEE,N20 4/64GB Black,Android,875,2989,2835,3306,6.3,64,4350,Oct-19
DOOGEE,N20 Pro 6/128GB Green,Android,959,4722,3799,5299,6.3,128,4400,Sep-20
DOOGEE,N30 4/128GB Dreamy Blue,Android,672,3519,3244,3870,6.55,128,4500,Nov-20
DOOGEE,N30 4/128GB Dreamy Blue,Android,675,3519,3244,3870,6.55,128,4500,Nov-20
Samsung,N920C Galaxy Note 5 32GB (Gold Platinum),Android,31,5494,,,5.7,32,3000,Oct-15
Globex,Neon A1,,463,652,600,705,1.77,0.032,800,Jul-17
Globex,Neon A1,,456,652,600,705,1.77,0.032,800,Jul-17
Motorola,Nexus 6 32GB (Cloud White),Android,340,3895,,,5.3,32,3220,Jan-15
OnePlus,Nord 12/256GB Gray Onyx,Android,1096,12985,12670,13999,6.44,256,4115,Jul-20
OnePlus,Nord 8/128GB Gray Onyx,Android,1109,12069,11149,13479,6.44,128,4115,Jul-20
OnePlus,Nord N10 5G 6/128GB Midnight Ice,Android,1194,9795,7900,46617,6.49,128,4300,Dec-20
OnePlus,Nord N100 4/64GB Midnight Frost,Android,965,6112,5825,6999,6.52,64,5000,Nov-20
Cubot,Note 20 Pro 6/128GB Black,Android,962,3491,3349,3719,6.5,128,4200,Oct-20
Cubot,Note 20 Pro 8/128GB Black,Android,576,4494,,,6.5,128,4200,Jan-21
Ulefone,Note 7P 3/32GB Twilight,Android,28,2999,2749,3358,6.1,32,3500,Aug-19
Ulefone,Note 7P 3/32GB Twilight,Android,22,2999,2749,3358,6.1,32,3500,Aug-19
Ulefone,Note 8P 2/16GB Black,Android,312,2125,1860,2369,5.5,16,2700,Jul-20
Ulefone,Note 8P 2/16GB Midnight Green,Android,211,2148,1877,2369,5.5,16,2700,Jul-20
Ulefone,Note 8P 2/16GB Midnight Green,Android,175,2148,1877,2369,5.5,16,2700,Jul-20
Meizu,Note 9 4/64GB Black,Android,1167,4430,4069,5372,6.2,64,4000,May-19
HUAWEI,Nova 4 8/128GB Black,Android,81,9372,9172,9572,6.4,128,3750,Mar-19
ZTE,Nubia Z17 8/64GB Black,Android,220,8619,,,5.5,64,3200,Jan-18
ZTE,Nubia Z17 8/64GB Black,Android,187,8619,,,5.5,64,3200,Jan-18
Motorola,One Action 4/128GB XT2013-2 Blue,Android,839,4697,,,6.34,128,3500,Aug-19
Motorola,One Action 4/128GB XT2013-2 White,Android,855,4697,,,6.34,128,3500,Aug-19
Motorola,One Fusion 4/64GB Deep Sapphire Blue,Android,481,7190,,,6.5,64,5000,Sep-20
Motorola,One Fusion+ 6/128GB Blue (PAJW0006RS),Android,1148,7071,6999,7499,6.5,128,5000,Sep-20
Motorola,One Hyper XT2027-1 4/128GB Deep Sea Blue,Android,531,8261,7999,8590,6.5,128,4000,Mar-20
Motorola,One Macro XT2016-1 4/64GB Blue,Android,135,4550,,,6.2,64,4000,May-20
Motorola,One Power XT1942-1 4/64GB Dual Sim Black,Android,512,5290,,,6.2,64,5000,Mar-19
Motorola,One Vision 4/128GB Bronze,Android,382,7590,,,6.3,128,3500,Jun-19
Motorola,One Vision 4/128GB Sapphire Blue,Android,881,6643,5697,7590,6.3,128,3500,Jun-19
Motorola,One XT1941-4 4/64GB Dual Sim Black,Android,480,4490,,,5.9,64,3000,Dec-18
Motorola,One Zoom 4/128GB Grey,Android,759,9790,,,6.4,128,4000,Oct-19
Motorola,One Zoom 4/128GB Purple,Android,569,9790,,,6.4,128,4000,Jul-20
HUAWEI,P Smart 2020 4/128GB Emerald Green,Android,641,4681,4507,5055,6.21,128,3400,Sep-20
HUAWEI,P Smart Pro 6/128GB Midnight Black (51094UVB),Android,994,7199,6999,7399,6.59,128,4000,Nov-19
HUAWEI,P Smart S 4/128GB Breathing Crystal (51095HVM),Android,914,5802,5199,7077,6.3,128,4000,Jul-20
HUAWEI,P smart 2019 3/64GB Black (51093FSW),Android,825,4262,3845,4990,6.21,64,3400,Dec-18
HUAWEI,P smart 2021 4/128GB Midnight Black (51096ABV),Android,1038,5311,4787,6499,6.67,128,5000,Oct-20
HUAWEI,P smart Z 4/64GB Emerald Green (51093WVK),Android,1076,4989,4299,5499,6.59,64,4000,Jul-19
HUAWEI,P smart+ 4/64GB Black (51092TFB),Android,500,5380,,,6.3,64,3340,Aug-18
Cubot,P30 4/64GB Black,Android,495,3320,3069,3586,6.3,64,4000,Jun-20
HUAWEI,P30 6/128GB Black (51093NDK),Android,993,15464,14801,19999,6.1,128,3650,Mar-19
HUAWEI,P30 8/128GB Black,Android,711,14906,,,6.1,128,3650,May-19
HUAWEI,P30 Lite 4/128GB Breathing Crystal,Android,856,5821,5649,6095,6.15,128,3340,Sep-20
HUAWEI,P30 Lite 6/256GB Peacock Blue,Android,1000,6257,5932,6897,6.15,256,3340,Jul-20
HUAWEI,P30 Pro 6/128GB Black (51093TFT),Android,1056,16997,15650,18717,6.47,128,4200,Mar-19
HUAWEI,P30 Pro 8/128GB Aurora,Android,1079,16798,16199,17999,6.47,128,4200,Mar-19
HUAWEI,P30 Pro 8/256GB Black (51093NFN),Android,1089,15560,,,6.47,256,4200,Mar-19
HUAWEI,P30 Pro NEW EDITION 8/256GB Silver Frost,Android,1057,18484,17870,19599,6.47,256,4200,Jul-20
HUAWEI,P40 8/128GB Black (51095EHY),Android,1064,17155,14150,22999,6.1,128,3800,Mar-20
HUAWEI,P40 Pro 8/256GB Silver Frost (51095CAL),Android,1075,23465,22130,24999,6.58,256,4200,Mar-20
HUAWEI,P40 Pro+ 8/512GB Black Ceramic,EMUI,417,31656,30981,33089,6.58,512,4200,Oct-20
HUAWEI,P40 Pro+ 8/512GB Black Ceramic,EMUI,407,31656,30981,33089,6.58,512,4200,Oct-20
HUAWEI,P40 lite 6/128GB Crush Green (51095CJX),Android,1061,6789,5998,7999,6.4,128,4000,Mar-20
HUAWEI,P40 lite E 4/64GB Midnight Black (51095DCE),Android,1134,4243,3760,5999,6.39,64,4000,Mar-20
Smartex,P600 Black,Android,301,1699,,,5.5,16,4000,Jan-19
Smartex,P600 Gold,Android,326,1699,,,5.5,16,4000,Jan-19
S-TELL,P760 Black,Android,391,1799,,,5.5,16,4000,Mar-19
HUAWEI,P8 Prestige Gold,Android,241,3487,,,5.2,16,2680,Sep-15
HUAWEI,P8 Prestige Gold,Android,238,3487,,,5.2,16,2680,Sep-15
Tecno,POP 2F B1F 1/16GB Midnight Black (4895180746659),Android,794,1631,1479,1699,5.5,16,2400,Sep-19
Tecno,POP 3 BB2 1/16GB DS Sandstone Black (4895180751288),Android,468,1810,1629,1979,5.7,16,3500,Jul-20
Tecno,POP 4 BC2 2/32GB DS Ice Lake Green (4895180759420),Android,864,2236,2069,2299,6,32,5000,Aug-20
Google,Pixel 128GB (Quite Black),Android,520,6838,5199,9700,5,128,2770,Oct-16
Google,Pixel 2 128GB Just Black,Android,718,13014,6611,18186,5,128,2700,Oct-17
Google,Pixel 2 64GB Just Black,Android,895,6667,5386,8490,5,64,2700,Oct-17
Google,Pixel 2 XL 64GB Just Black,Android,1050,12909,5999,17421,6,64,3520,Oct-17
Google,Pixel 3 4/128GB Just Black,Android,713,13500,,,5.5,128,2915,Oct-18
Google,Pixel 3 4/64GB Just Black,Android,1077,10274,9499,11499,5.5,64,2915,Oct-18
Google,Pixel 3 XL 4/64GB Just Black,Android,1082,11238,8399,12999,6.3,64,3430,Oct-18
Google,Pixel 32GB (Quite Black),Android,588,4729,4699,4760,5,32,2770,Oct-16
Google,Pixel 3a 4/64GB Just Black,Android,867,10071,7900,11199,5.6,64,3000,May-19
Google,Pixel 3a XL 4/64GB Just Black,Android,510,11774,9577,12999,6,64,3700,May-19
Google,Pixel 4 6/64GB Just Black,Android,1065,17187,15944,19409,5.7,64,2800,Oct-19
Google,Pixel 4 XL 6/128GB Just Black,Android,734,25548,24763,26999,6.3,128,3700,Oct-19
Google,Pixel 4 XL 6/64GB Oh So Orange,Android,1019,19369,16600,22999,6.3,64,3700,Oct-19
Google,Pixel 4a 5G 6/128GB Just Black,Android,1202,15706,14899,17718,6.24,128,3885,Oct-20
Google,Pixel 4a 6/128GB Just Black,Android,1223,12106,11740,12999,5.81,128,3140,Aug-20
Google,Pixel 5 8/128GB Just Black,Android,1165,21879,21150,24999,6,128,4080,Oct-20
Google,Pixel XL 128GB (Quite Black),Android,452,5899,,,5.5,128,3450,Oct-16
Google,Pixel XL 128GB (Quite Black),Android,462,5899,,,5.5,128,3450,Oct-16
Xiaomi,Poco F2 Pro 6/128GB Electric Purple,Android,1150,12999,,,6.67,128,4700,May-20
Xiaomi,Poco M3 4/128GB Black,Android,1116,5372,4933,6005,6.53,128,6000,Nov-20
Xiaomi,Poco M3 4/64GB Black,Android,1217,4708,4270,5345,6.53,64,6000,Nov-20
Xiaomi,Poco X3 NFC 6/128GB Cobalt Blue,Android,1222,7152,6836,7999,6.67,128,5160,Sep-20
Xiaomi,Poco X3 NFC 6/64GB Cobalt Blue,Android,1211,6488,6169,7499,6.67,64,5160,Sep-20
Xiaomi,Pocophone F1 6/128GB Blue,Android,946,7231,6930,7999,6.18,128,4000,Aug-18
Tecno,Pop 4 Pro BC3 1/16GB Cosmic Shine,Android,639,2314,1999,2419,6.52,16,5000,Nov-20
Ulefone,Power 6 4/64GB Black,Android,572,4204,3519,4520,6.3,64,6350,Sep-19
Ulefone,Power 6 4/64GB Blue,Android,171,4335,4118,4780,6.3,64,6350,Sep-19
Ulefone,Power 6 4/64GB Red,Android,416,4211,3999,4520,6.3,64,6350,Oct-19
Ulefone,Power 6 4/64GB Red,Android,406,4211,3999,4520,6.3,64,6350,Oct-19
realme,Q 6/64GB Blue,Android,244,5957,,,6.3,64,4035,Mar-20
Cubot,Quest 4/64GB Black,Android,13,4099,,,5.5,64,4000,Feb-20
2E,R240 Dual Sim Black,,655,877,720,1089,2.4,0.032,2000,Oct-17
Motorola,RAZR 2019 XT200-1 Noir Black,Android,827,22713,21550,24999,6.4,128,2510,Apr-20
Motorola,RAZR 2019 XT2000-2 Noir Black,Android,972,22760,21550,28572,6.2,128,2510,Oct-20
ASUS,ROG Phone 3 Strix 12/128GB Black (90AI0031-M00010),Android,973,18618,17970,19999,6.59,128,6000,Sep-20
ASUS,ROG Phone 3 ZS661KS 12/128GB Black (90AI0032-M00180),Android,1140,18993,17589,20634,6.59,128,6000,Sep-20
ASUS,ROG Phone 3 ZS661KS 12/256GB Black,Android,1002,21964,21377,22400,6.59,256,6000,Sep-20
ASUS,ROG Phone 3 ZS661KS 12/512GB Black,Android,1088,28384,27299,29999,6.59,512,6000,Sep-20
ASUS,ROG Phone 8/512GB DualSim Black,Android,112,17510,,,6,512,4000,Dec-18
ASUS,ROG Phone 8/512GB DualSim Black,Android,121,17510,,,6,512,4000,Dec-18
ASUS,ROG Phone 8/512GB DualSim Black,Android,162,17510,,,6,512,4000,Dec-18
Xiaomi,Redmi 10x 4G 4/128GB Blue,Android,1102,5133,4649,5600,6.53,128,5020,Jun-20
Xiaomi,Redmi 10x 4G 6/128GB Blue,Android,966,5761,5569,5999,6.53,128,5020,Jun-20
Xiaomi,Redmi 4x 2/16GB Black,Android,580,2358,2353,2363,5,16,4100,Mar-17
Xiaomi,Redmi 4x 2/16GB Gold,Android,597,2358,2353,2363,5,16,4100,Mar-17
Xiaomi,Redmi 4x 4/64GB Black,Android,1093,2826,2775,2850,5,64,4100,Aug-17
Xiaomi,Redmi 4x 4/64GB Gold,Android,850,2826,2775,2850,5,64,4100,Jul-17
Xiaomi,Redmi 5 3/32GB Black,Android,636,2950,,,5.7,32,3300,Dec-17
Xiaomi,Redmi 5 3/32GB Gold,Android,743,3882,2940,4427,5.7,32,3300,Dec-17
Xiaomi,Redmi 5 Plus 4/64GB Black,Android,608,3463,3458,3469,5.9,64,4000,Dec-17
Xiaomi,Redmi 5 Plus 4/64GB Gold,Android,859,4265,3458,5349,5.9,64,4000,Dec-17
Xiaomi,Redmi 5A 2/16GB Gold,Android,715,2420,2150,2560,5,16,3080,Oct-17
Xiaomi,Redmi 5A 3/32GB Gold,Android,141,2400,2350,2450,5,32,3080,Apr-18
Xiaomi,Redmi 5A 3/32GB Gray,Android,358,2749,2350,3449,5,32,3080,Apr-18
Xiaomi,Redmi 5A 3/32GB Gray,Android,366,2749,2350,3449,5,32,3080,Apr-18
Xiaomi,Redmi 6 3/32GB Black,Android,878,2794,2670,2877,5.45,32,3000,Jul-18
Xiaomi,Redmi 6 3/32GB Gold,Android,758,2794,2670,2877,5.45,32,3000,Jun-18
Xiaomi,Redmi 6 3/64GB Black,Android,667,3054,,,5.45,64,3000,Oct-18
Xiaomi,Redmi 6 3/64GB Gold,Android,343,3193,3054,3333,5.45,64,3000,Oct-18
Xiaomi,Redmi 6 3/64GB Gold,Android,362,3193,3054,3333,5.45,64,3000,Oct-18
Xiaomi,Redmi 6 4/64GB Black,Android,760,3480,2995,4654,5.45,64,3000,Aug-18
Xiaomi,Redmi 6 Pro 3/32GB Black,Android,657,3317,3233,3402,5.84,32,4000,Jul-18
Xiaomi,Redmi 6 Pro 4/64GB Black,Android,733,3627,3550,3675,5.84,64,4000,Jul-18
Xiaomi,Redmi 7 4/64GB Blue,Android,176,3671,3539,3785,6.26,64,4000,Mar-19
Xiaomi,Redmi 7 4/64GB Blue,Android,212,3671,3539,3785,6.26,64,4000,Mar-19
Xiaomi,Redmi 7a 2/16GB Black,Android,435,3248,,,5.45,16,4000,Jul-19
Xiaomi,Redmi 7a 3/32GB Black,Android,999,3468,3248,3762,5.45,32,4000,Jul-19
Xiaomi,Redmi 8 3/32GB Black,Android,1007,3559,3480,3599,6.22,32,5000,Oct-19
Xiaomi,Redmi 8 4/64GB Blue,Android,1188,3840,3449,4286,6.22,64,5000,Oct-19
Xiaomi,Redmi 8A 3/32GB Black,Android,866,3219,,,6.22,32,5000,Mar-20
Xiaomi,Redmi 8A 4/64GB Black,Android,1158,3503,3315,3950,6.22,64,5000,Apr-20
Xiaomi,Redmi 9 3/32GB Grey NFC,Android,1151,4047,3795,4854,6.53,32,5020,Jun-20
Xiaomi,Redmi 9 3/32GB Purple no NFC,Android,654,4099,3733,4840,6.53,32,5020,Nov-20
Xiaomi,Redmi 9 4/128GB Blue (no NFC),Android,367,4960,4690,5588,6.53,128,5020,Oct-20
Xiaomi,Redmi 9 4/128GB Blue (no NFC),Android,359,4960,4690,5588,6.53,128,5020,Oct-20
Xiaomi,Redmi 9 4/128GB Green (no NFC),Android,263,4822,4740,4929,6.53,128,5020,Oct-20
Xiaomi,Redmi 9 4/128GB Green (no NFC),Android,275,4822,4740,4929,6.53,128,5020,Oct-20
Xiaomi,Redmi 9 4/128GB Grey (no NFC),Android,615,4861,4638,5238,6.53,128,5020,Oct-20
